raw_duration_ms,norm_by_session_mean,relative_ratio,is_tap,label
183.72,1.4866,3.0289,1,1
73.824,0.4503,0.9185,0,2
39.792,0.3795,0.7512,0,2
250.77,1.0707,2.7332,0,3
209.891,1.8787,1.3041,0,3
162.426,1.6334,3.0475,1,1
47.288,0.3082,0.45,1,0
182.984,1.8897,0.9974,1,1
288.51,3.0628,7.4829,0,4
183.708,1.5448,2.7596,0,3
250.293,1.2656,2.7802,1,1
352.539,2.8153,6.6135,0,4
122.55,0.5811,0.9485,1,0
69.242,0.558,0.9822,0,2
99.484,0.4427,0.6844,1,0
61.456,0.5167,0.4051,1,0
75.562,0.4904,1.0664,0,2
390.323,1.5335,1.198,0,3
62.361,0.5303,0.9454,0,2
209.222,1.8424,3.876,1,1
94.442,0.6954,1.3058,0,2
338.332,1.4145,2.3239,0,3
62.875,0.5442,0.2899,0,2
167.68,1.7191,6.0216,1,1
248.835,1.5687,0.988,0,3
61.33,0.3848,0.7898,1,0
431.545,3.352,1.9509,0,4
71.435,0.6211,1.1328,0,2
133.808,0.3838,0.3922,0,2
63.272,0.432,0.815,0,2
111.57,0.5206,0.8383,0,2
233.258,2.0249,4.044,0,3
113.936,0.4947,0.1234,1,0
230.331,1.9527,0.5751,1,1
54.426,0.4798,0.8728,1,0
273.477,1.1503,2.5496,1,1
53.383,0.5338,1.0046,1,0
117.83,0.4894,0.3182,1,0
54.924,0.5129,1.1407,0,2
101.577,0.4107,0.878,0,2
181.858,1.1049,3.1519,1,1
388.086,4.5391,7.509,0,4
112.861,1.1016,1.7249,1,1
163.257,1.2376,0.2943,1,1
156.668,0.7322,0.1923,1,0
58.183,0.4631,0.3155,0,2
215.306,1.6148,2.7705,1,1
73.503,0.4775,0.881,1,0
52.731,0.4892,0.321,1,0
111.883,0.4985,0.7885,1,0
79.639,0.6664,1.0702,1,0
34.453,0.2972,0.1648,1,0
38.738,0.4484,0.2255,1,0
48.674,0.3957,1.2247,1,0
33.911,1.0,1.0,1,0
453.941,1.7185,1.2683,1,1
47.869,0.4431,0.9784,0,2
46.384,0.5429,0.3688,1,0
45.626,0.4271,0.7017,0,2
167.829,1.742,3.8542,1,1
973.381,4.1947,7.4735,0,4
43.598,0.5191,0.3004,0,2
49.822,0.8362,0.3361,1,0
119.524,0.5362,1.0232,1,0
138.861,0.6589,0.4345,0,2
57.753,0.3776,0.7701,0,2
183.04,1.0344,2.2723,1,1
81.65,0.5202,1.0338,0,2
49.388,0.6198,0.914,0,2
48.985,0.4994,0.9594,1,0
72.981,0.4813,0.2957,0,2
80.004,0.6684,0.4012,0,2
138.306,0.6031,1.0775,0,2
65.572,0.5277,0.3831,0,2
132.721,1.026,0.5328,0,3
54.353,0.4601,0.7944,1,0
29.736,0.8104,0.6812,0,2
110.036,1.1227,2.4854,1,1
194.593,1.2216,0.7521,0,3
57.251,0.7484,0.4406,0,2
130.264,0.5337,1.0347,0,2
130.427,0.5353,0.1518,1,0
114.923,0.4656,0.8015,1,0
74.722,0.6242,1.2366,0,2
130.608,0.4361,0.5512,0,2
55.504,0.5329,0.9778,0,2
89.275,0.458,1.0341,0,2
206.88,2.0605,1.522,0,3
38.381,0.4161,0.5897,0,2
77.293,0.5775,0.9869,0,2
113.51,0.7519,1.4629,1,0
51.223,0.3726,0.2101,1,0
61.033,0.4962,0.146,1,0
39.384,0.4888,0.7528,1,0
46.491,0.449,0.8948,1,0
157.738,1.9167,1.0112,1,1
118.712,0.774,0.246,1,0
157.663,0.9229,0.3946,1,1
73.266,0.4162,0.3239,0,2
404.106,1.9858,1.1513,1,1
174.267,1.0899,0.6232,0,3
233.563,1.1057,0.9665,0,3
105.117,1.0,1.0,1,0
67.948,0.6351,1.1616,0,2
189.383,1.1359,1.8315,1,1
35.467,0.3566,0.6442,1,0
112.236,0.4866,0.2627,1,0
749.337,3.2392,6.9619,0,4
111.209,0.3985,0.9769,1,0
258.338,1.6936,1.1529,0,3
195.451,1.9797,1.0909,1,1
82.541,0.5138,0.342,1,0
79.831,0.6096,0.2909,0,2
67.438,0.4394,1.1098,1,0
45.864,0.7706,0.6577,1,0
90.723,0.5181,1.1113,0,2
36.746,0.3893,0.7578,1,0
111.729,1.171,2.3889,1,1
153.472,1.3865,4.1867,1,1
259.869,1.554,0.516,1,1
53.942,0.4997,0.8013,1,0
94.234,0.7541,1.0423,1,0
135.037,0.5426,1.3506,0,2
97.347,0.6539,1.1641,1,0
82.006,0.5948,0.8516,1,0
72.881,0.4694,0.3235,1,0
53.992,0.6703,0.8928,0,2
174.062,1.9476,3.3133,1,1
56.855,0.5022,0.7313,1,0
386.363,1.5394,2.6355,1,1
54.927,0.5636,0.3848,0,2
97.302,0.6614,0.9132,1,0
133.739,0.5591,0.3433,1,0
281.287,1.0021,0.3392,1,1
146.03,0.5852,0.1519,1,0
134.951,0.6337,1.2224,1,0
41.2,0.3791,0.5697,1,0
52.662,0.5663,0.333,0,2
53.139,0.5296,1.0808,0,2
54.312,0.4653,0.2724,0,2
67.278,0.411,0.6908,0,2
56.711,0.6409,1.1537,0,2
111.504,0.4873,0.9953,0,2
218.113,1.2324,2.9601,1,1
43.2,0.4697,0.3034,1,0
50.97,0.4178,0.7073,1,0
67.967,0.5996,0.8462,1,0
54.654,0.4869,0.2815,0,2
68.73,0.6129,0.9953,0,2
253.729,1.5646,0.9306,0,3
210.063,2.0241,1.2348,1,1
66.787,0.5694,0.1583,1,0
30.398,0.2801,0.6314,0,2
237.454,1.3736,2.4141,1,1
373.817,1.1949,3.1182,1,1
50.01,0.4299,0.8322,1,0
60.952,0.4946,0.3285,0,2
149.093,0.6128,0.2281,1,0
154.547,1.4259,0.816,1,1
62.653,0.559,0.2811,1,0
366.717,1.0,1.0,1,1
135.158,0.6047,0.1968,1,0
121.049,0.4607,0.2993,0,2
75.306,0.6613,1.4256,0,2
324.622,2.0745,1.3135,1,1
204.027,1.6291,3.4751,1,1
90.948,0.4036,0.3394,0,2
78.709,0.4841,0.8514,1,0
44.329,0.4361,0.9104,0,2
67.301,0.5876,0.3469,1,0
119.496,0.4936,1.0115,1,0
59.255,0.5324,1.5116,0,2
51.198,0.5552,0.9237,0,2
211.0,1.2517,2.4748,1,1
335.003,1.3285,0.8999,1,1
173.643,1.4921,0.8036,1,1
534.002,3.4176,2.2324,0,4
38.299,0.3311,0.2084,0,2
48.54,0.5137,1.1781,1,0
176.448,1.8733,3.5042,1,1
46.522,1.1108,1.2521,0,2
73.874,0.5958,0.1709,1,0
43.214,0.4895,0.8026,0,2
136.884,0.5618,1.9526,0,2
86.391,0.5446,0.3818,1,0
104.659,0.7985,0.3836,1,0
147.499,1.2769,2.7313,0,3
179.599,1.4859,3.5813,0,3
60.231,0.3119,0.1965,0,2
78.007,0.5438,0.8595,0,2
125.605,0.5619,0.2943,1,0
38.422,0.4531,0.8122,0,2
43.263,0.4758,0.3529,0,2
120.167,0.4823,0.9128,0,2
128.594,0.6314,0.3176,0,2
62.545,0.6914,1.0543,1,0
54.941,0.4676,0.8965,1,0
60.353,0.9938,0.517,0,2
46.353,0.3907,0.8268,1,0
67.124,0.5741,1.2377,0,2
33.601,0.3303,0.1137,1,0
304.906,1.2682,0.8517,1,1
124.575,0.5752,0.3039,0,2
72.648,0.434,0.694,0,2
385.634,1.6116,1.2693,1,1
203.746,1.7841,3.2068,1,1
79.137,0.5088,0.3776,1,0
80.891,0.4982,0.7932,0,2
53.661,0.6115,0.4042,0,2
158.464,1.3166,2.6643,0,3
119.355,0.5387,0.3211,1,0
88.443,0.6538,1.4636,1,0
38.179,0.3928,0.2536,0,2
206.277,1.86,0.9609,0,3
840.097,3.4652,6.0522,0,4
290.874,1.8163,4.5522,1,1
106.967,0.4792,0.7637,1,0
136.588,1.3512,2.7733,1,1
45.221,0.4474,0.3504,0,2
240.555,1.4355,0.7953,0,3
56.263,0.558,1.1451,1,0
64.081,0.5556,0.4237,0,2
68.306,0.5989,0.2233,1,0
84.034,0.5137,0.1432,1,0
202.992,1.3463,1.0494,1,1
84.378,0.5561,0.9914,1,0
51.49,0.4984,0.9688,1,0
52.433,0.5098,0.3599,0,2
201.427,1.4674,0.8821,1,1
350.153,1.5737,0.955,0,3
188.687,1.6554,3.3787,1,1
52.504,0.3989,0.3004,0,2
229.9,1.4313,2.8446,1,1
133.798,1.2594,0.2996,1,1
107.907,0.4714,0.9681,1,0
82.533,0.4678,1.3829,1,0
59.676,0.4745,0.9009,0,2
43.425,0.3501,0.2471,0,2
146.383,1.5543,2.5475,1,1
68.669,0.5665,0.1437,1,0
202.123,1.2148,2.3985,1,1
384.666,1.5947,1.1205,0,3
125.897,0.512,0.9744,1,0
101.817,0.4841,0.9006,1,0
63.696,0.5207,1.1744,0,2
138.369,0.5743,0.1647,1,0
56.113,0.5032,0.3174,0,2
63.056,0.5428,1.1632,1,0
46.789,0.5341,0.3115,0,2
63.092,0.5498,0.4122,0,2
90.115,0.5814,1.0282,0,2
133.247,0.5203,1.4567,0,2
82.11,0.4085,0.8683,0,2
264.931,1.6565,3.1681,1,1
74.805,0.4646,1.0834,0,2
71.822,0.5962,0.4165,0,2
112.255,0.5072,0.272,0,2
186.435,1.8811,3.0957,0,3
116.758,0.545,0.3197,1,0
44.985,0.4692,0.3772,0,2
483.745,4.1921,8.1072,0,4
339.334,3.9132,6.3573,0,4
67.594,0.6422,0.3734,1,0
315.498,3.2303,7.0977,0,4
85.031,0.5336,1.1608,1,0
141.351,0.5728,1.0468,1,0
78.589,0.5257,0.987,1,0
95.799,0.4192,0.3183,0,2
71.369,0.5804,1.0936,0,2
44.093,0.4967,0.2968,0,2
227.726,1.3422,3.6173,1,1
87.222,0.5665,1.1437,0,2
371.899,1.3439,3.1009,0,3
46.719,0.5484,1.0103,0,2
176.744,1.921,3.6947,1,1
320.56,1.3496,2.0668,1,1
318.904,3.2248,7.474,0,4
43.449,0.4801,0.2687,0,2
59.121,0.5378,0.6503,1,0
51.324,0.5444,0.157,1,0
415.028,1.5852,2.8969,0,3
58.907,0.4772,0.7909,1,0
60.953,0.6149,0.8415,1,0
224.927,1.8916,1.6566,1,1
144.827,1.4306,2.7712,0,3
120.969,0.5445,1.1356,1,0
354.088,1.4258,0.7323,0,3
162.2,1.8498,1.5738,1,1
295.638,1.2608,1.9315,0,3
59.38,0.6496,1.38,0,2
109.444,0.4463,0.9542,0,2
84.009,0.5715,0.8683,1,0
55.613,0.5505,1.0815,0,2
115.4,1.1998,2.3283,1,1
258.411,1.6448,3.3993,0,3
178.504,1.9183,3.5231,0,3
49.777,0.4566,0.8007,1,0
113.223,0.4497,0.8941,0,2
58.591,0.6537,0.3501,0,2
87.617,0.5644,0.3392,0,2
313.217,1.969,4.8741,0,3
96.347,0.6891,0.4253,1,0
52.593,0.6116,1.0398,0,2
381.131,1.8478,1.1405,1,1
49.609,0.6267,0.4051,0,2
389.079,1.6294,2.8245,1,1
66.79,0.5652,0.797,0,2
275.594,2.164,3.9728,0,3
141.364,0.4899,0.9064,0,2
100.172,0.4732,0.7437,1,0
52.06,0.5375,0.383,0,2
47.687,0.5024,1.4153,1,0
68.544,0.4553,0.8078,0,2
95.38,0.913,0.8399,0,2
61.264,0.5179,0.357,0,2
234.501,2.0606,3.8323,0,3
94.351,0.5783,0.5676,0,2
48.918,0.4931,0.8695,0,2
192.05,1.7122,1.4555,1,1
333.098,1.5301,0.8461,1,1
163.488,1.5149,3.1845,0,3
54.864,0.4721,0.9187,1,0
51.433,0.5834,0.4125,1,0
123.953,0.5858,1.0195,1,0
61.502,0.6887,0.3205,1,0
146.573,1.4661,3.1867,1,1
245.05,1.523,2.9482,1,1
198.146,1.5001,4.1812,1,1
49.731,0.4865,0.4466,0,2
104.32,0.6079,0.4367,0,2
89.348,0.6034,1.1745,0,2
72.143,0.6115,0.3313,0,2
193.216,1.8127,2.8636,0,3
171.162,2.0412,3.1841,0,3
61.578,0.532,0.7956,1,0
66.003,0.592,1.1707,0,2
149.571,0.6502,1.1596,1,0
127.287,0.6592,0.3145,1,0
207.223,1.8134,1.1324,1,1
182.618,1.6175,3.0645,1,1
55.127,0.5125,0.3229,1,0
428.417,2.7194,2.3331,0,4
151.496,0.8363,1.1438,1,0
215.302,1.54,3.0521,1,1
227.569,1.4216,2.3413,1,1
310.274,1.3868,2.2092,1,1
371.267,1.6183,2.9202,1,1
73.055,0.4207,0.7582,0,2
57.208,0.4262,1.056,0,2
443.383,1.7477,3.8541,1,1
58.773,0.4579,0.3038,0,2
62.598,0.5749,1.2999,0,2
150.648,1.5658,1.1574,1,1
75.249,0.4455,0.316,1,0
144.649,0.5853,0.368,0,2
330.256,1.4195,1.0192,1,1
397.437,1.6691,2.9175,1,1
61.504,0.5618,1.2211,0,2
209.785,1.2379,3.2226,1,1
208.858,1.3858,2.1402,0,3
71.023,0.5997,0.3381,0,2
796.161,5.102,9.3462,0,4
343.884,1.5306,3.2698,1,1
48.169,0.4276,0.6816,1,0
210.224,1.3068,3.0615,0,3
356.697,3.7741,1.9023,0,4
50.566,0.485,1.1,0,2
317.24,1.7503,4.3299,1,1
96.616,0.6781,0.496,0,2
425.404,3.676,1.8781,0,4
53.032,0.5111,0.7452,1,0
133.55,0.8743,0.9596,1,0
36.857,0.4253,1.1478,0,2
58.277,0.6043,0.9979,0,2
84.839,0.3465,0.6671,0,2
135.69,1.4598,1.0809,0,3
48.782,0.364,0.2592,0,2
53.32,0.4948,0.3459,1,0
99.477,0.9299,1.0373,1,0
465.663,3.1199,2.2869,0,4
296.016,1.5877,1.0216,0,3
34.905,0.3895,0.768,0,2
163.153,1.2136,1.6708,0,2
70.085,0.5635,1.0258,1,0
62.718,0.5375,1.0606,0,2
78.28,1.1025,1.2285,0,2
501.349,3.0201,5.9203,0,4
130.087,1.1466,5.4654,1,1
105.439,0.6768,1.2657,0,2
73.318,0.4608,0.9945,1,0
76.271,0.4922,1.002,0,2
143.768,1.5206,1.449,0,3
42.015,0.5263,0.8683,0,2
188.782,2.0922,1.0402,0,3
336.396,2.0796,1.3381,1,1
51.054,0.5642,1.2757,0,2
297.456,3.0376,4.9972,0,4
46.48,0.4188,0.7813,1,0
188.628,1.5544,0.4137,1,1
70.809,0.4703,0.7945,1,0
110.096,0.4337,0.3057,1,0
52.902,0.6164,0.8417,1,0
112.275,0.7166,1.5908,1,0
270.669,1.7494,3.9557,1,1
190.544,1.6527,1.3464,0,3
78.005,0.5072,1.0544,0,2
352.645,1.2872,3.0301,1,1
49.975,0.5268,0.9253,0,2
374.095,1.7059,1.234,1,1
348.025,3.2048,1.8227,0,4
288.713,1.3686,1.8421,1,1
100.092,0.4289,0.2554,1,0
40.543,0.436,0.2337,1,0
80.176,0.5652,0.9869,1,0
90.69,0.463,0.3315,0,2
112.51,0.3774,0.9075,0,2
62.772,0.3915,0.329,1,0
43.095,0.5174,0.8528,1,0
110.717,0.5127,0.8311,1,0
177.455,1.8577,3.3424,1,1
389.908,1.7331,2.6272,1,1
103.841,0.4029,0.8141,1,0
125.099,0.5694,1.1934,0,2
56.158,0.473,1.0419,1,0
141.287,2.1169,2.4574,1,1
281.735,2.1158,3.1864,0,3
73.314,0.7103,1.3824,1,0
141.234,1.1907,2.1731,1,1
47.52,0.4742,0.93,1,0
46.717,0.5191,0.1697,1,0
323.483,1.3291,0.9947,0,3
77.111,0.5179,0.312,0,2
200.251,1.6054,0.9255,0,3
60.419,0.6182,1.0801,1,0
63.34,0.5558,1.085,0,2
71.892,0.4528,1.591,1,0
51.485,0.4044,0.7573,1,0
33.477,0.7727,0.7158,0,2
382.034,1.3207,3.1845,1,1
275.33,3.0441,6.6128,0,4
51.674,0.53,0.1499,1,0
74.969,0.3345,0.668,0,2
71.128,0.6057,0.4087,1,0
100.512,0.4737,0.8609,0,2
367.075,1.2904,2.4619,1,1
59.073,0.5814,0.8232,0,2
201.892,1.2288,2.3304,1,1
65.357,0.709,1.4201,1,0
144.424,1.363,2.5507,1,1
305.363,1.2519,1.5541,1,1
191.46,1.6651,2.9541,0,3
49.828,0.6593,0.9492,0,2
36.906,0.5323,0.76,0,2
304.31,1.8928,1.7206,0,3
87.461,0.321,0.7769,0,2
88.671,0.5811,0.3734,1,0
74.787,0.5048,0.9295,0,2
56.244,0.4955,0.7894,0,2
210.762,1.5892,2.7541,1,1
53.236,0.4296,0.9002,0,2
45.265,0.5971,0.8033,1,0
232.054,1.445,2.9753,1,1
564.337,3.4878,7.4527,0,4
45.951,0.4219,0.2673,0,2
60.748,0.4428,0.8585,1,0
133.243,0.576,1.1082,1,0
354.597,3.3445,1.9937,0,4
43.191,0.365,0.6355,1,0
61.426,0.6236,0.3033,0,2
116.358,0.4603,0.3473,1,0
72.088,0.5878,1.024,1,0
250.775,1.9574,3.2327,1,1
162.645,1.5254,3.4862,1,1
90.849,0.5709,0.4231,1,0
196.072,1.1351,0.8268,1,1
66.489,0.5865,1.3645,1,0
39.681,0.4151,0.8768,0,2
121.042,0.5182,1.3152,1,0
117.781,0.5156,0.1474,1,0
350.102,1.5251,3.1246,1,1
133.41,1.4422,3.3552,1,1
199.604,1.0502,2.7692,1,1
118.46,0.6379,1.052,1,0
140.913,0.6066,0.7152,1,0
157.371,0.7568,1.9887,0,2
52.442,0.474,0.7818,1,0
344.978,1.5296,2.8718,0,3
40.528,0.4618,0.9292,1,0
58.488,0.5231,1.1232,0,2
230.883,1.4511,2.2467,1,1
110.288,1.1657,0.639,0,3
72.218,0.6656,0.4087,1,0
231.541,1.4317,0.9372,0,3
58.592,0.4947,0.2605,0,2
48.803,0.5123,0.2866,0,2
130.261,0.5475,0.406,0,2
76.873,0.989,0.3922,1,0
103.363,0.4931,0.3898,1,0
229.689,1.3763,0.9411,0,3
50.555,0.3987,0.2987,1,0
355.455,3.7846,2.5638,0,4
181.599,2.0706,4.3822,1,1
115.079,0.6853,0.9607,0,2
50.338,0.6286,0.2889,0,2
88.333,0.5647,1.1599,1,0
55.276,0.8353,0.3565,0,2
56.378,0.6998,1.1286,1,0
193.373,1.8956,3.896,1,1
59.075,0.5351,0.9983,0,2
218.954,1.6255,3.0255,0,3
106.543,0.6735,1.1625,1,0
55.506,0.6283,1.113,1,0
40.063,0.4566,0.8495,0,2
293.779,1.1913,0.31,1,1
39.401,0.4436,1.0729,1,0
90.623,0.5597,1.2627,0,2
75.434,0.5027,0.3117,1,0
510.722,3.0531,5.1616,0,4
109.974,0.5397,0.2878,0,2
53.672,0.5641,0.3803,1,0
46.037,0.7261,0.866,0,2
66.638,0.2906,0.7169,1,0
70.415,0.4606,0.3511,1,0
48.096,0.5618,0.9828,0,2
52.54,0.6771,1.1755,0,2
166.186,1.3598,2.2619,1,1
37.747,0.3646,0.2542,0,2
96.903,0.4256,0.3012,1,0
79.777,0.5312,1.0036,1,0
82.171,0.5621,0.9809,1,0
257.399,1.6894,3.3714,0,3
69.065,0.5639,1.3006,0,2
64.41,0.6136,2.176,0,2
99.959,0.6299,1.3507,0,2
254.218,1.5693,4.7247,1,1
262.562,1.6802,4.7392,1,1
101.383,0.7165,0.4713,0,2
139.908,0.613,1.2351,0,2
210.359,1.8271,3.7723,0,3
111.461,0.5604,0.7889,0,2
53.147,0.5689,1.0654,1,0
66.745,0.4531,0.3017,0,2
83.212,0.5146,1.1699,0,2
65.23,0.5732,0.9561,0,2
833.731,2.9762,2.5624,0,4
153.119,0.6438,0.3823,0,2
128.62,0.5773,0.4104,0,2
115.033,1.3763,2.4277,0,3
69.081,0.5215,0.7605,0,2
205.096,1.7005,3.7203,0,3
264.96,1.8183,3.4388,0,3
58.124,0.5048,0.3686,1,0
190.082,1.6974,0.5288,1,1
215.933,1.7814,3.2994,1,1
54.187,0.4699,0.2995,0,2
123.319,0.9663,1.0104,1,0
397.723,1.5648,2.8919,0,3
54.019,0.4498,0.2463,1,0
66.566,0.5376,0.325,1,0
172.923,1.5827,3.3271,1,1
84.541,0.5293,0.27,1,0
342.458,1.4642,3.0847,1,1
268.898,1.3406,3.421,1,1
147.872,1.7968,5.0973,1,1
64.666,0.5676,0.313,0,2
66.735,0.5651,1.3016,0,2
60.02,0.5094,0.8425,1,0
117.628,0.5194,1.8423,1,0
151.372,1.2383,0.7187,1,1
62.392,0.4313,0.8083,0,2
80.875,0.6583,0.5402,1,0
67.475,0.5743,1.2399,0,2
428.349,3.4696,2.9105,0,4
299.826,1.8284,1.1435,1,1
45.833,0.4145,0.7129,1,0
95.714,0.6338,0.5496,0,2
81.702,0.5219,0.9686,0,2
84.142,0.5436,0.3784,1,0
111.118,0.431,0.1106,1,0
142.485,1.1775,0.768,0,3
170.309,1.1689,1.6689,1,1
116.776,0.4665,0.3035,0,2
113.487,0.4871,0.2752,0,2
211.56,1.378,2.56,1,1
88.875,0.6103,1.0416,0,2
176.401,1.4376,2.7563,1,1
66.194,0.4881,0.364,0,2
86.741,0.5153,0.8908,0,2
57.831,0.455,0.9813,1,0
153.732,1.7816,3.4598,0,3
47.913,0.536,1.0324,1,0
260.571,1.7016,3.2282,1,1
164.323,1.7263,0.4076,1,1
128.552,0.6197,0.139,1,0
70.327,0.4387,1.0719,1,0
207.414,1.0,1.0,1,1
122.701,1.2611,2.6045,1,1
421.678,3.5847,7.1075,0,4
88.099,0.3569,1.0042,1,0
133.463,0.5793,0.9222,0,2
67.064,0.5548,0.874,1,0
193.927,1.3731,0.9591,1,1
69.545,0.4286,0.3125,0,2
43.841,0.348,0.8179,1,0
44.66,0.4013,0.2897,1,0
73.56,0.5003,0.3053,0,2
42.708,0.3733,0.2958,1,0
34.775,0.4243,0.2073,1,0
229.283,1.4758,3.1597,1,1
67.085,0.6269,0.3912,1,0
137.106,1.2947,1.0154,0,3
165.203,1.6093,1.0737,1,1
79.393,0.5333,1.0877,1,0
208.007,1.9417,4.135,1,1
117.288,1.3133,2.8694,1,1
140.522,1.5246,2.8193,0,3
136.683,0.5378,0.5101,0,2
191.955,1.6696,1.1179,1,1
79.156,0.4957,0.3435,0,2
49.605,0.3576,0.683,0,2
61.953,0.4505,1.2395,1,0
129.621,0.8417,0.893,1,0
138.165,1.353,3.2609,1,1
59.046,0.4855,0.3901,0,2
242.948,1.4622,2.6106,1,1
55.357,0.6109,1.2056,1,0
365.121,1.2849,0.5374,1,1
233.766,1.563,0.3768,1,1
49.03,1.0,1.0,1,0
123.494,0.5405,0.1375,1,0
55.278,0.7099,0.6609,1,0
143.55,1.4734,0.9326,0,3
61.457,0.7313,1.3589,1,0
268.129,1.3992,1.0805,0,3
56.536,0.4902,0.2666,0,2
192.034,1.5413,2.1592,0,3
57.063,0.4644,1.1249,1,0
105.542,0.4627,1.2001,0,2
76.041,0.4983,0.2964,0,2
92.656,0.6419,0.3122,1,0
118.375,0.5239,1.1315,0,2
130.345,0.9904,1.1022,1,0
406.864,3.3044,5.4912,0,4
267.536,1.5945,1.2167,0,3
130.734,0.5825,0.3235,0,2
49.407,0.4699,0.3195,0,2
50.154,0.5645,0.9526,0,2
287.0,1.8282,3.0197,1,1
200.443,1.6651,1.3506,0,3
119.513,1.3039,2.3713,0,3
345.244,2.8229,1.5379,0,4
91.235,0.4205,0.2569,1,0
57.214,0.6808,1.3268,0,2
432.42,1.6383,3.3478,1,1
561.142,4.0988,3.6052,0,4
509.145,3.3986,2.876,0,4
43.205,0.4909,0.7922,0,2
50.672,0.6921,1.0343,0,2
73.693,0.655,1.1956,0,2
46.414,1.0,1.0,1,0
244.274,1.0,1.0,1,1
60.944,0.5396,1.0396,1,0
83.226,0.5637,1.2037,0,2
97.604,0.6549,1.4009,1,0
125.109,1.3558,0.8286,0,3
168.184,1.9877,2.1976,1,1
125.582,0.5409,0.7526,0,2
51.384,0.6023,1.1263,0,2
99.079,1.1827,1.8063,0,3
179.393,1.1042,0.5813,1,1
160.806,1.3442,0.4581,1,1
157.533,1.7039,3.3531,0,3
160.124,1.8081,3.0073,1,1
400.951,1.9256,2.9552,0,3
425.61,1.9576,3.7746,1,1
113.374,0.5263,0.8568,1,0
312.871,1.277,3.2218,0,3
51.504,0.4447,0.2385,1,0
71.764,0.6956,1.3246,1,0
571.417,3.6233,6.2498,0,4
48.141,0.5549,0.8729,1,0
330.247,1.29,3.0513,0,3
53.286,0.4531,1.059,1,0
816.032,2.7292,2.2419,0,4
175.373,1.1154,2.9533,0,3
58.051,0.5071,1.0264,1,0
48.244,0.5065,0.3205,0,2
53.448,0.5326,0.3583,0,2
43.114,0.3508,0.6346,1,0
243.276,1.9963,1.4259,1,1
41.63,0.4738,0.3154,1,0
127.874,0.5279,0.9748,1,0
392.408,3.2517,5.2604,0,4
91.126,0.3421,0.7167,0,2
60.725,0.9113,0.837,0,2
134.706,1.4618,1.0032,0,3
219.504,2.0146,4.8109,1,1
106.39,0.4188,0.8035,1,0
93.398,0.5265,1.2169,1,0
115.894,0.493,0.9517,1,0
176.095,1.7913,3.0016,1,1
62.889,0.582,1.0426,1,0
250.384,1.5705,2.501,1,1
272.945,1.6761,2.8025,1,1
50.795,0.5742,0.7834,1,0
240.96,1.5482,2.5951,1,1
189.954,1.457,0.7583,0,3
131.947,0.5498,0.1961,1,0
90.27,1.0623,1.0972,0,2
227.67,1.5116,2.4856,0,3
140.239,1.4664,2.7303,0,3
634.473,3.6929,2.6236,0,4
44.253,0.5101,0.8037,1,0
137.774,1.0615,1.1149,1,1
125.904,0.543,1.4246,0,2
69.051,0.7042,1.0777,0,2
184.581,1.5041,2.6716,1,1
73.539,0.6657,1.345,1,0
434.515,1.6239,2.9481,1,1
115.701,0.5264,1.1266,0,2
140.425,1.3017,1.188,0,3
53.374,0.5667,0.3476,0,2
199.094,1.7514,3.2668,0,3
93.8,1.0,1.0,1,0
335.107,3.5786,6.8148,0,4
280.399,1.8488,3.5331,0,3
72.604,0.6265,0.3217,1,0
74.812,0.6463,0.3587,0,2
102.814,0.405,0.7778,0,2
59.793,0.5242,0.3806,0,2
147.4,1.2111,1.2993,0,3
51.338,0.5773,0.9355,1,0
54.882,0.4696,0.902,1,0
59.911,0.3703,0.7259,1,0
416.068,1.6122,4.8633,0,3
116.594,0.4918,0.3043,0,2
196.055,1.2228,0.3406,1,1
38.616,0.4445,0.2605,0,2
87.482,0.5619,1.0159,1,0
128.643,0.532,1.0314,1,0
60.495,0.3312,0.6481,0,2
123.56,0.542,1.0756,1,0
56.202,0.4975,0.2416,0,2
41.316,0.3304,0.2554,0,2
211.717,1.9919,0.7232,1,1
94.279,0.4025,0.2641,1,0
233.637,1.4885,0.3871,1,1
44.122,0.4205,0.9438,0,2
78.354,0.5025,1.2172,1,0
62.129,0.5405,0.9518,0,2
180.571,1.7368,3.1087,0,3
91.447,0.5903,1.0876,1,0
130.692,1.4815,1.1961,1,1
88.389,0.7114,2.1393,1,0
38.909,0.416,0.7725,0,2
83.83,0.4976,1.0229,1,0
76.645,0.511,0.9716,0,2
343.344,3.0476,6.0171,0,4
363.845,1.2988,2.2478,1,1
297.177,1.076,2.5209,0,3
48.122,0.6286,0.7635,0,2
62.883,0.4873,0.2145,1,0
140.803,1.531,2.8371,1,1
50.011,0.313,0.2419,0,2
263.144,1.6616,1.2277,0,3
139.507,0.5615,1.049,0,2
53.323,0.3548,0.8852,1,0
60.842,0.6507,0.405,1,0
43.954,0.4426,0.3927,0,2
293.866,0.8453,0.7321,0,3
142.787,0.7001,1.1442,0,2
79.811,0.4671,1.0632,1,0
47.261,0.5225,1.0561,0,2
150.858,0.7421,1.0053,1,0
56.576,0.6774,0.5643,1,0
51.006,0.5777,0.7586,1,0
155.173,1.6094,2.8357,0,3
330.997,1.4015,0.3417,1,1
53.698,0.4683,0.335,0,2
471.431,2.1439,1.3216,0,3
57.135,0.5635,1.2599,1,0
181.483,2.2807,6.2778,0,3
116.322,0.5168,1.1778,0,2
62.907,0.6635,0.4769,1,0
